station_id,location_id,timestamp,temp,humidity,precipitation
ST073,L0614,2025-07-22 05:24:52,40.72,19.4,40.97
ST081,L0403,2025-07-21 18:11:14,-5.63,87.06,38.05
ST067,L0628,2025-07-07 21:27:34,-9.51,25.29,20.26
ST060,L0131,2025-07-27 15:18:40,34.88,23.17,12.42
ST044,L0033,2025-07-29 06:02:37,41.38,66.27,47.26
ST001,L0313,2025-07-22 17:29:33,7.1,39.59,15.25
ST072,L0638,2025-07-18 18:32:56,9.24,69.54,25.77
ST083,L0314,2025-07-24 12:58:45,13.15,67.21,45.26
ST081,L0150,2025-07-12 04:22:52,19.52,31.5,33.95
ST091,L0161,2025-07-29 06:18:25,30.05,10.37,43.52
ST022,L0977,2025-07-13 23:24:45,-3.57,59.24,7.19
ST006,L0092,2025-07-05 19:23:11,37.7,39.53,29.22
ST069,L0947,2025-07-21 18:32:49,40.38,8.9,17.56
ST056,L0828,2025-07-24 18:18:55,22.8,24.57,10.57
ST010,L0068,2025-07-11 17:32:24,-7.37,27.24,27.37
ST004,L0537,2025-07-25 05:33:35,29.63,63.83,22.38
ST085,L0739,2025-07-09 21:05:59,16.55,34.96,16.44
ST048,L0567,2025-07-19 22:30:20,13.97,73.18,9.43
ST100,L0439,2025-07-02 06:33:56,30.36,22.37,11.47
ST033,L0787,2025-07-20 02:30:07,39.41,96.95,32.0
ST026,L0306,2025-07-28 16:32:59,-4.61,70.96,9.76
ST064,L0052,2025-07-20 17:23:19,43.5,57.48,13.59
ST040,L0445,2025-07-27 00:31:12,41.71,60.64,20.92
ST053,L0417,2025-07-06 09:43:31,2.68,46.45,45.39
ST019,L0033,2025-07-28 00:22:01,38.15,19.58,4.85
ST020,L0225,2025-07-01 12:47:41,-3.56,65.63,31.72
ST075,L0803,2025-07-14 06:43:23,31.33,9.48,9.71
ST014,L0288,2025-07-24 12:43:43,20.59,5.09,45.75
ST013,L0959,2025-07-17 11:24:14,24.45,19.72,46.15
ST048,L0376,2025-07-08 09:49:26,-1.94,57.87,43.39
ST056,L0595,2025-07-14 09:47:51,44.38,23.35,25.64
ST089,L0072,2025-07-25 17:59:51,-9.99,52.55,9.83
ST064,L0048,2025-07-27 20:36:15,13.7,67.64,33.94
ST014,L0580,2025-07-08 18:24:35,28.02,29.63,9.86
ST094,L0771,2025-07-28 14:09:11,-4.94,96.48,2.11
ST055,L0760,2025-07-19 13:21:36,28.99,16.0,5.17
ST070,L0943,2025-07-29 20:20:09,14.99,38.03,35.87
ST069,L0596,2025-07-21 15:15:46,17.63,98.73,30.24
ST039,L0820,2025-07-05 15:26:32,25.34,85.7,41.17
ST030,L0575,2025-07-08 17:19:57,-4.08,62.33,31.14
ST002,L0410,2025-07-19 17:59:52,31.69,56.31,21.76
ST033,L0951,2025-07-28 08:38:34,-7.2,47.78,9.95
ST047,L0166,2025-07-22 21:44:31,12.68,64.48,39.13
ST099,L0057,2025-07-01 17:10:14,40.92,37.55,30.26
ST085,L0913,2025-07-27 20:57:50,10.56,28.54,43.37
ST030,L0648,2025-07-19 05:15:59,28.88,87.34,23.05
ST039,L0242,2025-07-02 01:42:41,-6.15,95.57,31.21
ST059,L0332,2025-07-02 12:06:08,19.71,85.03,23.32
ST068,L0910,2025-07-07 18:53:02,-7.94,43.06,29.18
ST003,L0941,2025-07-03 05:20:34,24.2,17.51,49.74
ST030,L0370,2025-07-08 10:26:38,0.71,82.11,4.41
ST080,L0278,2025-07-09 18:09:05,17.4,98.91,23.6
ST080,L0782,2025-07-04 15:46:51,21.24,64.3,25.62
ST075,L0989,2025-07-16 00:47:59,-5.68,98.6,48.89
ST076,L0060,2025-07-25 07:38:40,29.27,72.12,41.25
ST021,L0639,2025-07-15 17:17:31,17.64,51.17,42.41
ST067,L0162,2025-07-10 17:29:13,28.62,64.81,44.77
ST008,L0834,2025-07-28 13:43:46,24.14,71.05,10.97
ST004,L0854,2025-07-01 00:07:54,-1.55,51.55,48.16
ST097,L0418,2025-07-05 06:36:40,-0.4,79.88,15.95
ST001,L0074,2025-07-26 02:59:44,6.76,69.38,21.82
ST091,L0443,2025-07-20 19:21:03,27.0,43.43,11.04
ST078,L0320,2025-07-25 04:17:24,2.85,88.51,26.14
ST071,L0895,2025-07-17 08:16:53,9.51,78.39,36.47
ST053,L0267,2025-07-09 04:11:51,24.16,51.63,34.0
ST030,L0217,2025-07-20 12:30:55,9.82,9.38,42.4
ST029,L0062,2025-07-13 14:25:36,36.09,34.74,8.81
ST086,L0162,2025-07-12 18:20:10,19.51,89.54,10.7
ST075,L0011,2025-07-18 02:37:39,30.28,97.99,2.14
ST001,L0458,2025-07-01 12:33:55,38.34,68.08,9.3
ST041,L0171,2025-07-12 02:48:01,44.6,95.29,32.76
ST036,L0677,2025-07-19 05:47:24,-4.56,6.29,47.41
ST029,L0318,2025-07-27 17:29:13,39.55,33.62,8.63
ST057,L0674,2025-07-21 07:12:18,1.1,28.34,16.67
ST041,L0475,2025-07-12 22:32:49,40.63,78.79,26.35
ST090,L0814,2025-07-11 10:58:53,-2.62,28.85,40.08
ST084,L0697,2025-07-22 16:49:35,33.68,15.45,31.28
ST048,L0554,2025-07-18 09:19:01,-2.38,72.3,49.86
ST013,L0979,2025-07-17 22:35:29,8.58,49.6,45.2
ST041,L0260,2025-07-07 20:55:03,10.52,78.59,49.17
ST100,L0436,2025-07-07 10:23:27,6.41,93.5,13.62
ST027,L0021,2025-07-28 13:53:02,19.68,76.38,48.21
ST057,L0318,2025-07-21 11:55:00,14.39,13.01,40.26
ST076,L0604,2025-07-27 21:02:16,11.37,50.01,2.41
ST051,L0299,2025-07-14 01:01:21,8.55,79.35,8.69
ST066,L0393,2025-07-18 10:10:21,39.14,72.62,7.48
ST082,L0612,2025-07-10 19:27:44,7.44,77.41,14.31
ST007,L0223,2025-07-25 06:25:59,10.48,23.6,34.21
ST097,L0880,2025-07-04 16:51:20,42.18,71.29,42.1
ST060,L0631,2025-07-08 22:33:31,-5.93,69.26,6.97
ST041,L0614,2025-07-30 06:46:36,42.05,36.89,28.72
ST016,L0865,2025-07-21 04:48:40,3.12,46.14,25.77
ST080,L0576,2025-07-23 18:46:41,22.48,38.04,25.77
ST007,L0871,2025-07-25 23:25:24,27.86,42.54,4.57
ST068,L0580,2025-07-11 12:06:20,25.86,50.29,45.26
ST092,L0279,2025-07-01 21:47:02,39.75,27.3,14.07
ST022,L0773,2025-07-16 06:04:30,33.12,35.73,25.77
ST020,L0392,2025-07-04 04:06:46,43.02,31.24,32.43
ST018,L0774,2025-07-03 11:30:59,29.62,75.98,13.85
ST004,L0799,2025-07-01 11:42:47,24.94,63.38,24.72
ST063,L0870,2025-07-26 16:47:25,7.73,28.79,9.44
ST044,L0144,2025-07-02 06:48:50,20.1,42.69,31.63
ST052,L0100,2025-07-19 19:07:27,-4.76,20.11,38.87
ST026,L0329,2025-07-21 10:30:29,13.83,60.1,36.49
ST039,L0097,2025-07-15 09:05:31,41.24,81.78,8.83
ST082,L0723,2025-07-12 03:51:36,27.62,17.71,43.23
ST043,L0375,2025-07-27 02:17:00,26.32,78.25,21.08
ST066,L0459,2025-07-18 09:31:27,28.26,37.87,29.84
ST027,L0312,2025-07-28 05:47:14,14.32,10.69,47.75
ST044,L0758,2025-07-22 19:15:22,33.23,16.11,31.58
ST081,L0196,2025-07-21 19:14:14,40.52,76.92,20.81
ST065,L0080,2025-07-20 05:10:37,36.25,29.31,8.79
ST064,L0562,2025-07-10 11:34:07,-6.43,65.91,42.46
ST003,L0092,2025-07-08 03:16:24,9.88,62.69,3.32
ST093,L0053,2025-07-28 01:24:44,32.93,49.63,33.49
ST049,L0478,2025-07-20 13:28:07,-5.13,54.83,34.03
ST014,L0441,2025-07-17 18:00:08,11.61,47.84,11.52
ST010,L0804,2025-07-08 10:57:43,21.11,43.97,27.59
ST029,L0541,2025-07-28 10:19:44,35.05,15.26,10.62
ST039,L0712,2025-07-09 02:37:18,33.38,62.53,39.32
ST042,L0893,2025-07-21 11:04:21,-7.91,26.77,46.35
ST090,L0883,2025-07-11 16:21:52,44.36,67.54,10.02
ST037,L0385,2025-07-07 22:26:48,16.06,14.75,23.53
ST061,L0020,2025-07-30 09:49:53,36.98,32.42,6.83
ST071,L0726,2025-07-11 09:40:08,3.45,45.54,34.71
ST097,L0087,2025-07-16 08:37:40,24.32,83.04,37.99
ST035,L0785,2025-07-29 21:35:34,30.7,64.7,48.11
ST023,L0725,2025-07-21 23:02:20,37.99,30.68,46.38
ST012,L0591,2025-07-22 05:10:30,-0.97,61.09,25.19
ST025,L0476,2025-07-23 00:14:07,14.94,70.39,10.58
ST030,L0067,2025-07-04 01:36:29,38.51,31.91,44.77
ST081,L0871,2025-07-14 00:38:29,33.64,77.18,46.75
ST038,L0645,2025-07-27 04:34:11,-8.72,8.6,4.0
ST062,L0952,2025-07-26 17:49:49,17.76,49.44,13.08
ST018,L0268,2025-07-22 15:14:10,-2.69,18.27,23.5
ST048,L0987,2025-07-12 06:39:01,32.54,17.08,20.18
ST022,L0355,2025-07-12 21:54:11,26.12,33.87,1.3
ST053,L0519,2025-07-15 11:52:31,43.38,85.72,11.2
ST087,L0366,2025-07-07 01:35:48,28.01,56.01,16.85
ST027,L0588,2025-07-24 05:09:16,13.83,46.37,27.63
ST016,L0220,2025-07-09 14:15:25,7.7,13.2,38.15
ST004,L0980,2025-07-06 17:37:18,8.88,85.69,18.64
ST035,L0397,2025-07-12 06:41:51,25.83,19.29,29.05
ST069,L0768,2025-07-28 21:04:31,8.66,29.6,31.51
ST036,L0361,2025-07-30 23:24:04,20.08,57.37,46.54
ST061,L0605,2025-07-14 21:28:46,-3.45,15.26,46.9
ST042,L0027,2025-07-16 03:00:39,22.83,72.02,17.22
ST063,L0086,2025-07-11 10:28:23,27.85,76.88,38.84
ST095,L0945,2025-07-15 05:05:43,7.74,76.09,24.75
ST018,L0458,2025-07-16 22:57:59,-6.35,88.98,46.27
ST065,L0418,2025-07-27 07:10:07,42.49,82.79,15.07
ST084,L0331,2025-07-01 12:01:14,20.22,43.94,29.54
ST062,L0345,2025-07-13 16:55:52,-1.41,38.47,3.25
ST068,L0110,2025-07-05 08:48:48,8.26,17.31,47.14
ST049,L0808,2025-07-19 01:12:32,31.43,37.81,46.83
ST075,L0807,2025-07-19 05:38:25,29.13,44.3,21.07
ST075,L0316,2025-07-11 09:21:10,5.75,72.23,38.93
ST060,L0710,2025-07-02 08:35:07,7.26,42.04,38.01
ST079,L0978,2025-07-09 09:34:21,11.7,15.83,9.0
ST066,L0078,2025-07-06 23:06:42,38.42,96.84,29.74
ST065,L0574,2025-07-27 01:31:49,0.15,73.29,26.11
ST094,L0190,2025-07-24 15:00:01,20.79,65.77,47.0
ST032,L0742,2025-07-03 03:23:22,27.89,74.92,33.52
ST039,L0841,2025-07-02 11:02:38,-0.19,53.06,21.01
ST056,L0115,2025-07-23 11:43:09,27.71,62.95,20.07
ST088,L0034,2025-07-22 19:54:36,8.07,54.09,34.57
ST010,L0231,2025-07-06 15:00:44,39.81,12.53,48.3
ST047,L0207,2025-07-16 12:04:24,14.27,10.72,23.73
ST006,L0786,2025-07-12 04:32:37,20.22,92.12,31.51
ST007,L0559,2025-07-30 04:45:31,30.93,73.85,26.68
ST080,L0214,2025-07-28 06:29:43,3.54,65.97,48.95
ST070,L0059,2025-07-27 23:17:44,21.28,11.1,28.77
ST054,L0722,2025-07-04 18:51:21,28.0,20.87,36.14
ST022,L0642,2025-07-27 23:47:17,-6.22,15.26,32.92
ST021,L0697,2025-07-02 09:55:36,25.65,27.53,32.56
ST098,L0172,2025-07-03 00:41:15,44.65,14.12,22.35
ST060,L0994,2025-07-23 23:23:26,44.83,28.22,41.9
ST084,L0446,2025-07-04 10:55:03,-5.61,16.88,1.21
ST019,L0179,2025-07-12 22:27:14,33.2,34.67,44.31
ST095,L0056,2025-07-20 18:17:06,4.03,23.03,24.07
ST083,L0917,2025-07-17 06:57:05,44.06,84.5,21.81
ST031,L0971,2025-07-30 02:05:25,29.55,72.15,31.06
ST099,L0996,2025-07-26 15:16:21,13.71,68.53,21.64
ST025,L0752,2025-07-11 13:16:36,28.64,68.66,4.38
ST081,L0326,2025-07-27 05:26:32,10.25,84.42,38.98
ST064,L0112,2025-07-17 22:48:09,34.35,11.29,8.56
ST074,L0790,2025-07-05 08:01:26,41.56,8.49,28.05
ST006,L0515,2025-07-18 11:58:02,2.39,81.8,26.63
ST078,L0166,2025-07-26 00:05:45,22.19,22.39,6.3
ST079,L0731,2025-07-02 01:50:22,-8.44,61.02,12.7
ST002,L0211,2025-07-22 06:18:11,17.76,89.32,27.6
ST046,L0691,2025-07-05 05:31:31,44.5,58.7,35.61
ST099,L0773,2025-07-09 15:02:08,14.67,42.43,1.27
ST080,L0642,2025-07-23 03:48:40,2.67,86.22,14.12
ST072,L0116,2025-07-18 14:38:43,-0.81,10.48,23.63
ST026,L0845,2025-07-28 21:12:11,30.58,33.44,11.76
ST007,L0135,2025-07-22 17:31:03,42.25,99.82,41.72
ST008,L0413,2025-07-22 13:59:36,40.96,53.92,44.54
ST032,L0269,2025-07-29 23:28:15,33.26,94.79,28.78
ST032,L0853,2025-07-08 14:17:59,-3.59,18.12,8.12
ST008,L0868,2025-07-14 05:31:52,26.78,39.81,37.71
ST058,L0211,2025-07-11 06:03:15,6.85,16.3,43.31
ST012,L0493,2025-07-19 10:22:14,22.34,26.88,20.34
ST008,L0832,2025-07-22 03:24:28,24.0,32.93,39.28
ST084,L0356,2025-07-09 20:31:58,37.04,14.33,9.8
ST070,L0016,2025-07-29 00:03:17,-9.41,87.36,25.45
ST018,L0601,2025-07-26 16:46:38,37.95,27.63,7.5
ST073,L0822,2025-07-14 20:42:31,31.04,74.01,38.28
ST025,L0410,2025-07-03 03:22:12,31.8,31.63,18.73
ST058,L0185,2025-07-04 15:31:11,44.32,27.33,21.93
ST081,L0644,2025-07-12 02:17:23,18.22,39.66,13.21
ST008,L0587,2025-07-06 16:58:57,44.52,83.92,6.45
ST034,L0678,2025-07-05 02:05:31,0.77,44.73,40.37
ST010,L0200,2025-07-03 15:56:23,-5.61,99.39,37.5
ST004,L0992,2025-07-24 17:00:22,42.36,5.79,42.67
ST092,L0146,2025-07-09 15:52:10,-4.58,96.96,35.8
ST055,L0869,2025-07-17 04:07:59,33.65,23.91,35.44
ST059,L0914,2025-07-22 10:47:06,3.05,71.42,6.44
ST042,L0621,2025-07-16 15:07:15,3.18,96.73,49.61
ST005,L0133,2025-07-22 03:13:32,13.09,69.11,8.89
ST068,L0537,2025-07-28 23:18:41,23.8,68.97,19.75
ST073,L0649,2025-07-29 09:40:49,4.66,32.35,10.15
ST009,L0817,2025-07-18 19:15:45,18.87,74.5,42.25
ST009,L0655,2025-07-02 18:36:36,4.36,85.8,28.28
ST038,L0617,2025-07-17 18:38:00,13.14,52.26,40.23
ST075,L0100,2025-07-29 17:21:34,12.93,7.7,17.03
ST032,L0345,2025-07-03 07:55:06,40.52,70.69,7.84
ST010,L0510,2025-07-05 17:57:52,7.15,34.37,43.74
ST001,L0053,2025-07-15 10:23:14,1.72,31.01,20.39
ST032,L0054,2025-07-19 02:33:50,44.39,39.3,8.17
ST049,L0475,2025-07-12 18:49:26,-2.19,54.69,10.05
ST068,L0001,2025-07-06 05:29:30,-7.37,22.61,29.2
ST047,L0192,2025-07-09 20:55:54,36.67,52.29,43.22
ST073,L0754,2025-07-04 08:46:49,41.88,10.36,25.9
ST082,L0034,2025-07-29 19:49:47,-3.19,40.15,3.3
ST053,L0199,2025-07-22 20:13:12,7.08,29.91,29.17
ST030,L0796,2025-07-30 10:22:47,27.07,36.15,26.28
ST033,L0888,2025-07-03 06:30:04,14.58,48.86,26.71
ST034,L0884,2025-07-02 18:07:29,-6.14,13.31,45.77
ST097,L0164,2025-07-11 06:04:58,0.57,22.97,9.72
ST054,L0917,2025-07-06 12:54:34,10.52,84.08,24.95
ST020,L0892,2025-07-23 08:27:00,10.51,63.93,21.44
ST060,L0633,2025-07-04 17:00:26,15.52,11.64,34.41
ST065,L0737,2025-07-10 04:05:37,-5.41,76.07,5.63
ST070,L0955,2025-07-17 05:18:40,-8.34,31.63,43.43
ST091,L0462,2025-07-12 21:10:46,31.31,85.46,24.31
ST077,L0411,2025-07-17 15:33:08,-1.74,77.02,13.3
ST013,L0338,2025-07-01 09:04:20,27.6,52.6,23.36
ST067,L0901,2025-07-04 20:17:31,-2.83,13.54,17.48
ST068,L0712,2025-07-21 03:25:32,36.91,31.96,41.51
ST065,L0204,2025-07-16 20:04:21,35.74,50.11,49.79
ST089,L0025,2025-07-07 07:36:16,6.41,83.24,24.3
ST091,L0366,2025-07-14 07:14:16,11.48,76.09,33.66
ST072,L0560,2025-07-26 17:44:51,41.58,28.65,49.18
ST099,L0739,2025-07-03 23:50:12,8.51,61.63,45.93
ST040,L0070,2025-07-16 14:51:15,8.6,22.63,45.69
ST092,L0652,2025-07-09 04:06:27,37.34,70.78,38.09
ST016,L0628,2025-07-08 16:35:55,30.62,90.53,5.75
ST006,L0027,2025-07-02 22:45:52,38.32,91.82,17.25
ST024,L0408,2025-07-08 13:25:41,42.66,13.35,39.32
ST043,L0888,2025-07-11 06:04:39,29.41,22.59,27.7
ST006,L0060,2025-07-04 04:51:03,37.53,40.61,4.28
ST048,L0786,2025-07-04 04:21:38,-5.87,96.39,44.96
ST045,L0651,2025-07-27 04:17:11,-8.76,74.18,4.78
ST070,L0885,2025-07-28 22:50:06,12.26,28.92,28.08
ST090,L0322,2025-07-15 17:04:51,35.65,84.67,45.06
ST074,L0718,2025-07-11 12:18:06,22.5,82.14,21.74
ST059,L0994,2025-07-07 11:22:15,29.12,94.11,45.23
ST015,L0433,2025-07-10 07:28:19,-7.13,21.96,41.89
ST057,L0982,2025-07-14 13:21:10,21.95,7.84,25.4
ST056,L0404,2025-07-26 20:24:53,35.29,26.42,5.15
ST002,L0112,2025-07-09 06:06:28,31.62,24.94,44.19
ST084,L0548,2025-07-09 01:53:35,19.82,94.78,25.51
ST016,L0575,2025-07-08 15:57:52,0.49,70.22,26.78
ST028,L0976,2025-07-10 11:47:18,7.36,57.78,15.21
ST082,L0159,2025-07-08 10:26:20,37.85,61.07,2.73
ST043,L0984,2025-07-08 22:32:12,-9.57,78.33,21.73
ST056,L0565,2025-07-21 04:39:13,24.06,38.2,30.36
ST064,L0975,2025-07-03 13:11:09,-9.52,35.95,33.24
ST077,L0182,2025-07-20 07:55:32,33.9,14.77,49.4
ST002,L0625,2025-07-19 10:15:49,-9.96,39.89,20.88
ST062,L0535,2025-07-23 01:26:55,26.84,5.34,11.47
ST094,L0266,2025-07-10 22:52:41,26.95,67.07,46.92
ST072,L0099,2025-07-08 05:14:33,-3.67,81.78,47.09
ST015,L0078,2025-07-02 22:13:06,31.3,35.76,31.8
ST077,L0939,2025-07-27 16:27:29,12.3,24.88,23.67
ST008,L0273,2025-07-23 11:56:56,-1.09,17.32,14.75
ST044,L0585,2025-07-11 23:38:25,15.36,37.87,34.81
ST057,L0306,2025-07-15 11:45:37,12.79,58.45,49.18
ST066,L0743,2025-07-17 04:28:49,0.39,29.19,34.49
ST095,L0566,2025-07-16 06:02:21,15.29,28.11,28.92
ST078,L0375,2025-07-01 09:20:05,12.67,29.38,36.01
ST013,L0354,2025-07-19 12:27:05,8.48,36.67,47.46
ST031,L0350,2025-07-26 08:34:26,27.35,57.03,14.87
ST044,L0725,2025-07-01 20:27:30,9.76,52.14,45.52
ST046,L0733,2025-07-13 13:53:21,0.53,85.07,14.89
ST068,L0989,2025-07-07 08:01:13,4.3,69.66,30.6
ST001,L0553,2025-07-15 03:54:01,11.47,59.72,26.1
ST047,L0053,2025-07-22 01:41:58,40.5,12.1,10.07
ST078,L0737,2025-07-04 08:27:53,-4.44,42.81,22.47
ST065,L0265,2025-07-23 08:29:25,43.75,80.13,18.37
ST055,L0109,2025-07-21 15:41:28,5.69,73.04,11.72
ST039,L0511,2025-07-27 15:26:51,43.2,32.59,5.49
ST097,L0043,2025-07-13 07:35:33,26.32,20.7,32.35
ST099,L0821,2025-07-21 10:53:19,37.55,63.78,0.59
ST063,L0588,2025-07-16 06:00:30,20.62,40.7,48.62
ST008,L0056,2025-07-05 20:15:19,42.97,41.93,7.49
ST079,L0206,2025-07-07 06:19:42,13.96,38.32,20.24
ST040,L0923,2025-07-11 10:39:00,23.29,34.26,19.42
ST086,L0325,2025-07-13 13:55:02,27.43,80.98,15.99
ST034,L0214,2025-07-06 15:06:21,28.65,75.19,37.68
ST047,L0845,2025-07-23 21:38:44,34.95,14.92,36.15
ST079,L0471,2025-07-29 16:35:17,1.81,37.77,49.01
ST081,L0584,2025-07-15 01:31:57,4.5,10.56,25.8
ST089,L0982,2025-07-26 20:35:25,29.64,89.45,36.77
ST017,L0913,2025-07-07 19:30:41,19.35,39.36,35.9
ST009,L0285,2025-07-04 20:45:00,0.0,55.48,40.88
ST034,L0929,2025-07-06 12:28:11,23.32,21.61,32.77
ST026,L0289,2025-07-25 20:31:33,-9.07,64.59,11.33
ST080,L0958,2025-07-06 21:07:42,25.94,65.02,43.29
ST023,L0680,2025-07-15 00:45:17,38.28,48.73,37.8
ST055,L0770,2025-07-20 15:21:50,37.81,9.53,49.69
ST064,L0167,2025-07-29 07:44:20,27.81,10.57,14.07
ST041,L0961,2025-07-27 11:26:49,28.13,21.69,22.5
ST034,L0434,2025-07-19 23:34:12,-7.65,34.74,46.24
ST017,L0603,2025-07-11 13:18:04,33.43,29.94,37.57
ST096,L0372,2025-07-26 07:31:28,41.1,91.35,45.76
ST021,L0848,2025-07-28 16:54:49,40.39,92.55,2.57
ST081,L0619,2025-07-27 10:27:10,16.34,24.17,13.01
ST019,L0398,2025-07-14 21:00:52,-6.07,79.57,3.06
ST004,L0223,2025-07-28 05:40:54,33.02,7.0,18.76
ST018,L0915,2025-07-23 02:48:16,29.43,53.47,12.88
ST032,L0645,2025-07-30 16:43:58,13.74,19.27,9.32
ST001,L0187,2025-07-17 07:44:47,-8.95,41.47,0.39
ST099,L0565,2025-07-20 19:42:31,12.06,41.83,34.42
ST096,L0283,2025-07-05 03:36:04,15.85,39.95,21.67
ST098,L0030,2025-07-16 23:40:53,-5.4,22.21,33.56
ST081,L0125,2025-07-03 00:25:30,-4.4,45.32,28.8
ST054,L0249,2025-07-10 19:22:17,21.21,54.38,7.65
ST092,L0461,2025-07-25 06:30:02,25.28,55.97,37.6
ST027,L0738,2025-07-21 19:43:46,9.06,68.04,34.29
ST024,L0923,2025-07-15 02:37:49,42.04,83.31,41.26
ST100,L0175,2025-07-21 15:27:54,22.83,72.71,4.42
ST086,L0274,2025-07-20 01:13:30,6.47,64.1,14.47
ST004,L0470,2025-07-18 22:38:16,13.7,57.51,33.27
ST070,L0211,2025-07-27 15:27:17,-8.15,68.75,29.12
ST044,L0776,2025-07-06 19:07:25,41.79,38.63,7.6
ST021,L0047,2025-07-26 07:20:13,6.83,15.55,41.57
ST064,L0289,2025-07-15 22:44:31,24.76,34.26,24.95
ST001,L0469,2025-07-22 21:17:02,31.03,30.09,46.21
ST058,L0512,2025-07-19 00:07:42,42.72,13.25,38.6
ST041,L0220,2025-07-24 04:48:23,30.77,96.47,35.54
ST019,L0471,2025-07-19 03:49:17,29.71,16.39,8.12
ST081,L0034,2025-07-06 02:55:03,28.2,16.87,28.16
ST014,L0771,2025-07-08 12:26:59,12.75,32.31,8.17
ST032,L0939,2025-07-16 08:33:06,32.29,63.87,11.48
ST047,L0791,2025-07-26 09:28:04,2.65,98.98,40.95
ST043,L0776,2025-07-25 19:42:12,26.97,81.91,1.46
ST007,L0140,2025-07-16 10:45:35,23.49,82.59,22.77
ST070,L0582,2025-07-14 22:00:34,22.69,65.12,10.83
ST013,L0700,2025-07-03 09:40:24,41.74,9.94,35.96
ST010,L0039,2025-07-29 10:40:56,43.62,87.96,25.49
ST063,L0060,2025-07-01 10:23:46,41.02,28.04,30.25
ST035,L0387,2025-07-24 15:12:14,27.82,36.58,14.56
ST065,L0975,2025-07-13 07:15:18,25.19,54.46,47.46
ST085,L0503,2025-07-03 20:13:50,-0.67,57.45,21.24
ST100,L0502,2025-07-07 12:40:21,27.78,49.59,40.58
ST056,L0063,2025-07-28 09:40:08,-9.7,95.21,25.09
ST084,L0043,2025-07-24 03:51:26,-0.68,18.32,20.65
ST067,L0002,2025-07-02 13:06:04,0.64,55.71,26.38
ST031,L0448,2025-07-14 01:22:34,1.23,28.06,1.11
ST087,L0153,2025-07-21 22:05:12,4.52,13.4,13.02
ST046,L0873,2025-07-15 21:42:56,10.79,29.0,26.33
ST011,L0185,2025-07-24 11:11:34,34.4,47.46,4.0
ST061,L0506,2025-07-14 17:10:29,8.53,46.46,11.79
ST001,L0941,2025-07-30 04:07:54,42.99,99.8,11.36
ST044,L0852,2025-07-27 19:53:06,-8.59,77.14,48.45
ST060,L0913,2025-07-29 10:36:50,38.46,34.41,46.26
ST038,L0685,2025-07-14 12:52:28,6.5,81.96,35.82
ST075,L0479,2025-07-30 20:28:11,-7.38,90.85,15.81
ST066,L0392,2025-07-06 22:24:02,0.09,48.89,31.39
ST011,L0079,2025-07-28 15:44:54,21.59,32.61,47.15
ST035,L0631,2025-07-04 17:25:08,19.66,20.2,43.29
ST034,L0236,2025-07-02 04:38:04,-9.72,98.65,1.41
ST099,L0585,2025-07-06 14:06:32,6.32,9.31,13.88
ST054,L0650,2025-07-10 11:05:11,-9.82,70.75,4.0
ST084,L0339,2025-07-11 04:41:52,42.19,77.32,21.98
ST022,L0081,2025-07-16 06:52:42,24.12,58.5,36.47
ST014,L0324,2025-07-15 08:03:40,32.53,82.14,27.88
ST073,L0063,2025-07-10 14:06:49,0.37,72.3,45.83
ST066,L0601,2025-07-22 09:25:27,41.38,70.17,1.42
ST018,L0556,2025-07-22 12:36:18,44.96,78.98,28.95
ST089,L0195,2025-07-10 10:54:40,9.6,54.31,20.93
ST071,L0307,2025-07-11 12:57:55,14.89,55.19,25.43
ST090,L0956,2025-07-05 10:32:04,6.35,71.6,29.71
ST018,L0594,2025-07-11 08:35:32,11.9,22.51,14.1
ST005,L0686,2025-07-04 08:16:04,36.6,99.11,7.98
ST018,L0254,2025-07-27 22:31:14,24.92,25.29,20.31
ST045,L0206,2025-07-03 05:54:38,26.36,60.3,24.49
ST044,L0067,2025-07-16 03:24:17,33.24,74.28,22.92
ST090,L0091,2025-07-01 17:01:06,3.69,56.96,17.94
ST012,L0788,2025-07-29 20:34:47,10.8,35.07,42.71
ST036,L0508,2025-07-13 19:56:08,20.96,38.25,45.37
ST058,L0675,2025-07-20 08:49:53,-0.57,48.28,10.69
ST028,L0335,2025-07-16 13:07:36,38.74,27.4,27.6
ST066,L0301,2025-07-02 16:17:56,1.6,54.48,41.24
ST019,L0287,2025-07-11 14:41:53,-5.41,14.63,49.43
ST059,L0621,2025-07-11 17:50:41,-0.38,27.77,4.57
ST051,L0318,2025-07-17 20:49:11,26.92,42.9,4.96
ST052,L0473,2025-07-15 18:56:33,-1.81,9.88,3.26
ST047,L0182,2025-07-12 18:39:27,12.95,45.32,2.86
ST041,L0356,2025-07-22 14:50:33,2.77,26.1,0.41
ST070,L0140,2025-07-27 00:18:27,2.94,58.49,47.09
ST030,L0046,2025-07-08 12:53:23,42.23,66.51,28.72
ST055,L0230,2025-07-30 16:48:58,4.94,88.05,19.87
ST035,L0870,2025-07-20 15:16:53,40.06,27.23,39.62
ST086,L0143,2025-07-15 17:15:38,38.29,44.84,34.96
ST089,L0163,2025-07-27 21:45:41,-1.44,10.45,17.23
ST063,L0525,2025-07-28 22:21:22,36.15,58.78,21.82
ST096,L0854,2025-07-15 04:24:36,29.86,43.65,6.95
ST021,L0829,2025-07-23 04:38:52,27.43,79.27,41.27
